Customer ID,Customer Name,Segment,Age,Country,City,State,Postal Code,Region,Age_Category
RA-19885,Ruben Ausman,Corporate,51,United States,Los Angeles,California,90049,West,Midle Age
RA-19915,Russell Applegate,Consumer,47,United States,Houston,Texas,77095,Central,Midle Age
RA-19945,Ryan Akin,Consumer,39,United States,Murrieta,California,92563,West,Midle Age
RB-19330,Randy Bradley,Consumer,63,United States,Philadelphia,Pennsylvania,19143,East,Senior Age
RB-19360,Raymond Buch,Consumer,70,United States,Auburn,New York,13021,East,Senior Age
RB-19435,Richard Bierner,Consumer,18,United States,Saint Louis,Missouri,63116,Central,Young
RB-19465,Rick Bensley,Home Office,18,United States,Chicago,Illinois,60610,Central,Young
RB-19570,Rob Beeghly,Consumer,57,United States,Columbus,Indiana,47201,Central,Midle Age
RB-19645,Robert Barroso,Corporate,40,United States,North Las Vegas,Nevada,89031,West,Midle Age
RB-19705,Roger Barcio,Home Office,63,United States,Portland,Oregon,97206,West,Senior Age
RB-19795,Ross Baird,Home Office,60,United States,Gastonia,North Carolina,28052,South,Midle Age
RC-19825,Roy Collins,Consumer,54,United States,Chicago,Illinois,60610,Central,Midle Age
RC-19960,Ryan Crowe,Consumer,34,United States,Columbus,Ohio,43229,East,Midle Age
RD-19480,Rick Duston,Consumer,47,United States,Olympia,Washington,98502,West,Midle Age
RD-19585,Rob Dowd,Consumer,60,United States,Henderson,Kentucky,42420,South,Midle Age
RD-19660,Robert Dilbeck,Home Office,53,United States,Saint Peters,Missouri,63376,Central,Midle Age
RD-19720,Roger Demir,Consumer,30,United States,Daytona Beach,Florida,32114,South,Young
RD-19810,Ross DeVincentis,Home Office,35,United States,Los Angeles,California,90045,West,Midle Age
RD-19900,Ruben Dartt,Consumer,26,United States,Carlsbad,New Mexico,88220,West,Young
RD-19930,"Russell D'Ascenzo",Consumer,67,United States,Austin,Texas,78745,Central,Senior Age
RE-19405,Ricardo Emerson,Consumer,35,United States,Kent,Ohio,44240,East,Midle Age
RE-19450,Richard Eichhorn,Consumer,30,United States,Dallas,Texas,75081,Central,Young
RF-19345,Randy Ferguson,Corporate,48,United States,Dover,New Hampshire,3820,East,Midle Age
RF-19735,Roland Fjeld,Consumer,38,United States,Trenton,Michigan,48183,Central,Midle Age
RF-19840,Roy Franzosisch,Consumer,57,United States,New York City,New York,10024,East,Midle Age
RH-19495,Rick Hansen,Consumer,19,United States,Rochester,Minnesota,55901,Central,Young
RH-19510,Rick Huthwaite,Home Office,67,United States,Providence,Rhode Island,2908,East,Senior Age
RH-19555,Ritsa Hightower,Consumer,61,United States,Tallahassee,Florida,32303,South,Senior Age
RH-19600,Rob Haberlin,Consumer,21,United States,Huntsville,Alabama,35810,South,Young
RK-19300,Ralph Kennedy,Consumer,29,United States,Philadelphia,Pennsylvania,19140,East,Young
RL-19615,Rob Lucas,Consumer,53,United States,Montgomery,Alabama,36116,South,Midle Age
RM-19375,Raymond Messe,Consumer,39,United States,Houston,Texas,77095,Central,Midle Age
RM-19675,Robert Marley,Home Office,57,United States,Monroe,Louisiana,71203,South,Midle Age
RM-19750,Roland Murray,Consumer,66,United States,New York City,New York,10011,East,Senior Age
RO-19780,"Rose O'Brian",Consumer,25,United States,Memphis,Tennessee,38109,South,Young
RP-19270,Rachel Payne,Corporate,47,United States,Riverside,California,92503,West,Midle Age
RP-19390,Resi Polking,Consumer,44,United States,Cleveland,Ohio,44105,East,Midle Age
RP-19855,Roy Phan,Corporate,50,United States,Kenosha,Wisconsin,53142,Central,Midle Age
RR-19315,Ralph Ritter,Consumer,31,United States,San Francisco,California,94110,West,Midle Age
RR-19525,Rick Reed,Corporate,51,United States,Lowell,Massachusetts,1852,East,Midle Age
RS-19420,Ricardo Sperren,Corporate,44,United States,Seattle,Washington,98115,West,Midle Age
RS-19765,Roland Schwarz,Corporate,45,United States,Mount Vernon,New York,10550,East,Midle Age
RS-19870,Roy Skaria,Home Office,39,United States,Burlington,Iowa,52601,Central,Midle Age
RW-19540,Rick Wilson,Corporate,52,United States,Mesa,Arizona,85204,West,Midle Age
RW-19630,Rob Williams,Corporate,23,United States,Dallas,Texas,75220,Central,Young
RW-19690,Robert Waldorf,Consumer,29,United States,Wilmington,North Carolina,28403,South,Young
SA-20830,Sue Ann Reed,Consumer,34,United States,Chicago,Illinois,60610,Central,Midle Age
SB-20170,Sarah Bern,Consumer,62,United States,New York City,New York,10035,East,Senior Age
SB-20185,Sarah Brown,Consumer,31,United States,Concord,New Hampshire,3301,East,Midle Age
SB-20290,Sean Braxton,Corporate,41,United States,Houston,Texas,77036,Central,Midle Age
SC-20020,Sam Craven,Consumer,56,United States,Plano,Texas,75023,Central,Midle Age
SC-20050,Sample Company A,Home Office,38,United States,Norwich,Connecticut,6360,East,Midle Age
SC-20095,Sanjit Chand,Consumer,27,United States,Concord,California,94521,West,Young
SC-20230,Scot Coram,Corporate,20,United States,Arlington,Texas,76017,Central,Young
SC-20260,Scott Cohen,Corporate,24,United States,San Francisco,California,94122,West,Young
SC-20305,Sean Christensen,Consumer,30,United States,Rochester Hills,Michigan,48307,Central,Young
SC-20380,Shahid Collister,Consumer,68,United States,Seattle,Washington,98115,West,Senior Age
SC-20440,Shaun Chance,Corporate,28,United States,Aurora,Colorado,80013,West,Young
SC-20575,Sonia Cooley,Consumer,58,United States,Mishawaka,Indiana,46544,Central,Midle Age
SC-20680,Steve Carroll,Home Office,31,United States,Columbus,Georgia,31907,South,Midle Age
SC-20695,Steve Chapman,Corporate,46,United States,Hialeah,Florida,33012,South,Midle Age
SC-20725,Steven Cartwright,Consumer,28,United States,Wilmington,Delaware,19805,East,Young
SC-20770,Stewart Carmichael,Corporate,18,United States,Decatur,Alabama,35601,South,Young
SC-20800,Stuart Calhoun,Consumer,20,United States,Houston,Texas,77041,Central,Young
SC-20845,Sung Chung,Consumer,69,United States,Arlington Heights,Illinois,60004,Central,Senior Age
SD-20485,Shirley Daniels,Home Office,70,United States,New Rochelle,New York,10801,East,Senior Age
SE-20110,Sanjit Engle,Consumer,28,United States,New York City,New York,10009,East,Young
SF-20065,Sandra Flanagan,Consumer,41,United States,Philadelphia,Pennsylvania,19140,East,Midle Age
SF-20200,Sarah Foster,Consumer,38,United States,Marysville,Washington,98270,West,Midle Age
SF-20965,Sylvia Foulston,Corporate,64,United States,Dearborn,Michigan,48126,Central,Senior Age
SG-20080,Sandra Glassco,Consumer,52,United States,Independence,Missouri,64055,Central,Midle Age
SG-20470,Sheri Gordon,Consumer,44,United States,New York City,New York,10011,East,Midle Age
SG-20605,Speros Goranitis,Consumer,69,United States,New York City,New York,10009,East,Senior Age
SG-20890,Susan Gilcrest,Corporate,41,United States,Mcallen,Texas,78501,Central,Midle Age
SH-19975,Sally Hughsby,Corporate,60,United States,San Francisco,California,94122,West,Midle Age
SH-20395,Shahid Hopkins,Consumer,66,United States,Arlington,Virginia,22204,South,Senior Age
SH-20635,Stefanie Holloman,Corporate,57,United States,Jackson,Tennessee,38301,South,Midle Age
SJ-20125,Sanjit Jacobs,Home Office,38,United States,New Brunswick,New Jersey,8901,East,Midle Age
SJ-20215,Sarah Jordon,Consumer,50,United States,Grand Prairie,Texas,75051,Central,Midle Age
SJ-20500,Shirley Jackson,Consumer,69,United States,Houston,Texas,77036,Central,Senior Age
SK-19990,Sally Knutson,Consumer,44,United States,Fairfield,Connecticut,6824,East,Midle Age
SL-20155,Sara Luxemburg,Home Office,55,United States,Jacksonville,Florida,32216,South,Midle Age
SM-20005,Sally Matthias,Consumer,51,United States,New York City,New York,10009,East,Midle Age
SM-20320,Sean Miller,Home Office,62,United States,Monroe,North Carolina,28110,South,Senior Age
SM-20905,Susan MacKendrick,Consumer,46,United States,Newark,Ohio,43055,East,Midle Age
SM-20950,Suzanne McNair,Corporate,54,United States,Greenville,North Carolina,27834,South,Midle Age
SN-20560,Skye Norling,Home Office,65,United States,Los Angeles,California,90008,West,Senior Age
SN-20710,Steve Nguyen,Home Office,46,United States,Houston,Texas,77041,Central,Midle Age
SO-20335,"Sean O'Donnell",Consumer,65,United States,Fort Lauderdale,Florida,33311,South,Senior Age
SP-20545,Sibella Parks,Corporate,68,United States,New York City,New York,10011,East,Senior Age
SP-20620,Stefania Perrino,Corporate,32,United States,Philadelphia,Pennsylvania,19134,East,Midle Age
SP-20650,Stephanie Phelps,Corporate,18,United States,San Jose,California,95123,West,Young
SP-20860,Sung Pak,Corporate,38,United States,Philadelphia,Pennsylvania,19143,East,Midle Age
SP-20920,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Midle Age
SR-20425,Sharelle Roach,Home Office,25,United States,Louisville,Colorado,80027,West,Young
SR-20740,Steven Roelle,Home Office,19,United States,New York City,New York,10024,East,Young
SS-20140,Saphhira Shifley,Corporate,33,United States,Warwick,Rhode Island,2886,East,Midle Age
SS-20410,Shahid Shariari,Consumer,35,United States,Los Angeles,California,90008,West,Midle Age
SS-20515,Shirley Schmidt,Home Office,31,United States,Louisville,Kentucky,40214,South,Midle Age
SS-20590,Sonia Sunley,Consumer,51,United States,Seattle,Washington,98115,West,Midle Age
SS-20875,Sung Shariari,Consumer,18,United States,Dallas,Texas,75220,Central,Young
ST-20530,Shui Tom,Consumer,26,United States,Parma,Ohio,44134,East,Young
SU-20665,Stephanie Ulpright,Home Office,30,United States,Jackson,Mississippi,39212,South,Young
SV-20365,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East,Young
SV-20785,Stewart Visinsky,Consumer,34,United States,Pueblo,Colorado,81001,West,Midle Age
SV-20815,Stuart Van,Corporate,42,United States,Houston,Texas,77041,Central,Midle Age
SV-20935,Susan Vittorini,Consumer,53,United States,New York City,New York,10009,East,Midle Age
SW-20245,Scot Wooten,Consumer,20,United States,Stockton,California,95207,West,Young
SW-20275,Scott Williamson,Consumer,35,United States,Jackson,Mississippi,39212,South,Midle Age
SW-20350,Sean Wendt,Home Office,51,United States,Detroit,Michigan,48227,Central,Midle Age
SW-20455,Shaun Weien,Consumer,21,United States,Suffolk,Virginia,23434,South,Young
SW-20755,Steven Ward,Corporate,57,United States,New York City,New York,10009,East,Midle Age
SZ-20035,Sam Zeldin,Home Office,39,United States,Pico Rivera,California,90660,West,Midle Age
TA-21385,Tom Ashbrook,Home Office,19,United States,New York City,New York,10024,East,Young
TB-21055,Ted Butterfield,Consumer,34,United States,Troy,New York,12180,East,Midle Age
TB-21175,Thomas Boland,Corporate,45,United States,Houston,Texas,77041,Central,Midle Age
TB-21190,Thomas Brumley,Home Office,29,United States,Fayetteville,Arkansas,72701,South,Young
TB-21250,Tim Brockman,Consumer,39,United States,New York City,New York,10024,East,Midle Age
TB-21280,Toby Braunhardt,Consumer,24,United States,Washington,District of Columbia,20016,East,Young
TB-21355,Todd Boyes,Corporate,53,United States,New York City,New York,10009,East,Midle Age
TB-21400,Tom Boeckenhauer,Consumer,37,United States,Seattle,Washington,98105,West,Midle Age
TB-21520,Tracy Blumstein,Consumer,48,United States,Philadelphia,Pennsylvania,19140,East,Midle Age
TB-21595,Troy Blackwell,Consumer,50,United States,Columbus,Indiana,47201,Central,Midle Age
TB-21625,Trudy Brown,Consumer,63,United States,Grand Prairie,Texas,75051,Central,Senior Age
TC-20980,Tamara Chand,Corporate,29,United States,Seattle,Washington,98105,West,Young
TC-21145,Theresa Coyne,Corporate,63,United States,Lakewood,New Jersey,8701,East,Senior Age
TC-21295,Toby Carlisle,Consumer,31,United States,San Diego,California,92024,West,Midle Age
TC-21475,Tony Chapman,Home Office,64,United States,Columbus,Georgia,31907,South,Senior Age
TC-21535,Tracy Collins,Home Office,57,United States,Arlington,Virginia,22204,South,Midle Age
TD-20995,Tamara Dahlen,Consumer,19,United States,Lowell,Massachusetts,1852,East,Young
TG-21310,Toby Gnade,Consumer,68,United States,Los Angeles,California,90049,West,Senior Age
TG-21640,Trudy Glocke,Consumer,41,United States,Long Beach,California,90805,West,Midle Age
TH-21100,Thea Hendricks,Consumer,21,United States,Los Angeles,California,90045,West,Young
TH-21115,Thea Hudgings,Corporate,38,United States,Philadelphia,Pennsylvania,19140,East,Midle Age
TH-21235,Tiffany House,Corporate,28,United States,Dallas,Texas,75081,Central,Young
TH-21550,Tracy Hopkins,Home Office,48,United States,New York City,New York,10035,East,Midle Age
TM-21010,Tamara Manning,Consumer,31,United States,San Francisco,California,94122,West,Midle Age
TM-21490,Tony Molinari,Consumer,63,United States,Oklahoma City,Oklahoma,73120,Central,Senior Age
TN-21040,Tanja Norvell,Home Office,37,United States,Phoenix,Arizona,85023,West,Midle Age
TP-21130,Theone Pippenger,Consumer,64,United States,Philadelphia,Pennsylvania,19134,East,Senior Age
TP-21415,Tom Prescott,Consumer,52,United States,Seattle,Washington,98115,West,Midle Age
TP-21565,Tracy Poddar,Corporate,25,United States,Aurora,Colorado,80013,West,Young
TR-21325,Toby Ritter,Consumer,45,United States,Belleville,New Jersey,7109,East,Midle Age
TS-21085,Thais Sissman,Consumer,21,United States,Phoenix,Arizona,85023,West,Young
TS-21160,Theresa Swint,Corporate,27,United States,Toledo,Ohio,43615,East,Young
TS-21205,Thomas Seio,Corporate,21,United States,Hackensack,New Jersey,7601,East,Young
TS-21340,Toby Swindell,Consumer,67,United States,Houston,Texas,77041,Central,Senior Age
TS-21370,Todd Sumrall,Corporate,62,United States,New York City,New York,10035,East,Senior Age
TS-21430,Tom Stivers,Corporate,22,United States,Los Angeles,California,90045,West,Young
TS-21505,Tony Sayre,Consumer,32,United States,Columbia,Tennessee,38401,South,Midle Age
TS-21610,Troy Staebel,Consumer,33,United States,Phoenix,Arizona,85023,West,Midle Age
TS-21655,Trudy Schmidt,Consumer,21,United States,Milwaukee,Wisconsin,53209,Central,Young
TT-21070,Ted Trevino,Consumer,67,United States,Los Angeles,California,90045,West,Senior Age
TT-21220,Thomas Thornton,Consumer,47,United States,Houston,Texas,77041,Central,Midle Age
TT-21265,Tim Taslimi,Corporate,69,United States,Los Angeles,California,90045,West,Senior Age
TT-21460,Tonja Turnell,Home Office,22,United States,Aurora,Illinois,60505,Central,Young
TW-21025,Tamara Willingham,Home Office,61,United States,Scottsdale,Arizona,85254,West,Senior Age
TZ-21580,Tracy Zic,Consumer,65,United States,Louisville,Colorado,80027,West,Senior Age
VB-21745,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907,South,Young
VD-21670,Valerie Dominguez,Consumer,69,United States,Columbia,Tennessee,38401,South,Senior Age
VF-21715,Vicky Freymann,Home Office,59,United States,Columbus,Indiana,47201,Central,Midle Age
VG-21790,Vivek Gonzalez,Consumer,44,United States,San Diego,California,92037,West,Midle Age
VG-21805,Vivek Grady,Corporate,54,United States,Virginia Beach,Virginia,23464,South,Midle Age
VM-21685,Valerie Mitchum,Home Office,69,United States,Westfield,New Jersey,7090,East,Senior Age
VM-21835,Vivian Mathis,Consumer,60,United States,Newark,Delaware,19711,East,Midle Age
VP-21730,Victor Preis,Home Office,35,United States,Las Vegas,Nevada,89115,West,Midle Age
VP-21760,Victoria Pisteka,Corporate,35,United States,San Francisco,California,94109,West,Midle Age
VS-21820,Vivek Sundaresam,Consumer,22,United States,Los Angeles,California,90036,West,Young
VT-21700,Valerie Takahito,Home Office,44,United States,Philadelphia,Pennsylvania,19143,East,Midle Age
VW-21775,Victoria Wilson,Corporate,62,United States,Medina,Ohio,44256,East,Senior Age
WB-21850,William Brown,Consumer,38,United States,Philadelphia,Pennsylvania,19134,East,Midle Age
XP-21865,Xylona Preis,Consumer,32,United States,San Diego,California,92024,West,Midle Age
YC-21895,Yoseph Carroll,Corporate,42,United States,San Francisco,California,94110,West,Midle Age
YS-21880,Yana Sorensen,Corporate,31,United States,Burlington,North Carolina,27217,South,Midle Age
ZC-21910,Zuschuss Carroll,Consumer,61,United States,Salem,Oregon,97301,West,Senior Age
ZD-21925,Zuschuss Donatelli,Consumer,66,United States,San Francisco,California,94109,West,Senior Age
